GRAPH,NODE DISTANCE,STARTING NODE,ENDING NODE,INTENSITY
Svb Financial Group,2,SurveyMonkey, Typeform,87
Svb Financial Group,2,Sumo Logic, Graylog,87
Svb Financial Group,2,Slack, Asana,88
Svb Financial Group,2,Docker, IBM,88
Svb Financial Group,2,Nutanix, VMware,89
Svb Financial Group,2,Zuora, Salesforce,89
Svb Financial Group,2,Asana, Smartsheet,91
Svb Financial Group,2,Pluralsight, Treehouse,91
Svb Financial Group,2,Blue Apron, Instacart,93
Svb Financial Group,2,Evernote, Microsoft,94
Svb Financial Group,2,Houzz, Benjamin Moore,94
Svb Financial Group,2,Credit Karma, Mint,94
Svb Financial Group,2,Coursera, Skillshare,95
Svb Financial Group,2,Blue Apron, Walmart,98
Svb Financial Group,2,Jp Morgan Chase And Co,Federal Home Loan Mortgage Corp,100
Svb Financial Group,2,Nutanix, HPE,100
Svb Financial Group,1,Svb Financial Group,Pfizer Inc,0.101010101
Svb Financial Group,1,Svb Financial Group,Mersana Therapeutics Inc,0.101010101
Svb Financial Group,1,Svb Financial Group,Kura Oncology,0.101010101
Svb Financial Group,1,Svb Financial Group,Onebeacon Insurance Group Ltd,0.101010101
Svb Financial Group,1,Svb Financial Group,Looker,2
Svb Financial Group,1,Svb Financial Group,Wells Fargo And Company,2
Svb Financial Group,1,Svb Financial Group,Slack,3
Svb Financial Group,1,Svb Financial Group,Jp Morgan Chase And Co,3
Svb Financial Group,1,Svb Financial Group,Twitter Inc,3
Svb Financial Group,1,Svb Financial Group,Aehr Test Systems,3
Svb Financial Group,1,Svb Financial Group,Fastly,5
Svb Financial Group,1,Svb Financial Group,Pagerduty,7
Svb Financial Group,1,Svb Financial Group,Onebeacon Insurance Group Ltd,7
Svb Financial Group,1,Svb Financial Group,Psivida Corp,7
Svb Financial Group,1,Svb Financial Group,Moodys Corp /De/,8
Svb Financial Group,1,Svb Financial Group,Nii Holdings Inc,8
Svb Financial Group,1,Svb Financial Group,Medical Transcription Billing Corp,9
Svb Financial Group,1,Svb Financial Group,Flexion Therapeutics Inc,9
Svb Financial Group,1,Svb Financial Group,Docusign,13
Svb Financial Group,1,Svb Financial Group,Credit Karma,14
Svb Financial Group,1,Svb Financial Group,Pacific Biosciences Of California Inc,14
Svb Financial Group,1,Svb Financial Group,Asana,16
Svb Financial Group,1,Svb Financial Group,Affirm,16
Svb Financial Group,1,Svb Financial Group,The Black Tux,17
Svb Financial Group,1,Svb Financial Group,Waters Corp,17
Svb Financial Group,1,Svb Financial Group,Goodyear Tire And Rubber Co /Oh/,17
Svb Financial Group,1,Svb Financial Group,Dropbox,19
Svb Financial Group,1,Svb Financial Group,Robin Powered,19
Svb Financial Group,1,Svb Financial Group,Amgen Inc,20
Svb Financial Group,1,Svb Financial Group,Intercontinental Exchange,22
Svb Financial Group,1,Svb Financial Group,Okta,28
Svb Financial Group,1,Svb Financial Group,Zoom Video Communications Inc,29
Svb Financial Group,1,Svb Financial Group,Pluralsight,31
Svb Financial Group,1,Svb Financial Group,Us Bancorp,32
Svb Financial Group,1,Svb Financial Group,Docker,34
Svb Financial Group,1,Svb Financial Group,Bettercloud,34
Svb Financial Group,1,Svb Financial Group,Grammarly,34
Svb Financial Group,1,Svb Financial Group,Goldman Sachs Group Inc,34
Svb Financial Group,1,Svb Financial Group,Gitlab,35
Svb Financial Group,1,Svb Financial Group,Gritstone Oncology Inc,36
Svb Financial Group,1,Svb Financial Group,Gci Liberty Inc,36.36363636
Svb Financial Group,1,Svb Financial Group,Tanium,39
Svb Financial Group,1,Svb Financial Group,Aspen Aerogels Inc,39
Svb Financial Group,1,Svb Financial Group,Lloyds Banking Group Plc,39
Svb Financial Group,1,Svb Financial Group,Nerdwallet,42
Svb Financial Group,1,Svb Financial Group,Udacity,44
Svb Financial Group,1,Svb Financial Group,Trevi Therapeutics Inc,44
Svb Financial Group,1,Svb Financial Group,Airbnb,45
Svb Financial Group,1,Svb Financial Group,Coursera,45
Svb Financial Group,1,Svb Financial Group,Bank Of America Corp,46
Svb Financial Group,1,Svb Financial Group,Dare Bioscience Inc,46
Svb Financial Group,1,Svb Financial Group,Cohen And Co Inc,47
Svb Financial Group,1,Svb Financial Group,Nuance Communications Inc,48
Svb Financial Group,1,Svb Financial Group,Coca-Cola Company,48
Svb Financial Group,1,Svb Financial Group,Nuvasive Inc,49
Svb Financial Group,1,Svb Financial Group,Regeneron Pharmaceuticals Inc,52
Svb Financial Group,1,Svb Financial Group,Biolife Solutions Inc,52
Svb Financial Group,1,Svb Financial Group,Morgan Stanley International Holdings Inc,53
Svb Financial Group,1,Svb Financial Group,Ziopharm Oncology Inc,53
Svb Financial Group,1,Svb Financial Group,Surveymonkey,54
Svb Financial Group,1,Svb Financial Group,Nustar Energy Lp,54
Svb Financial Group,1,Svb Financial Group,Sendgrid,55
Svb Financial Group,1,Svb Financial Group,Carta,55
Svb Financial Group,1,Svb Financial Group,Visa Inc,55
Svb Financial Group,1,Svb Financial Group,Invision,56
Svb Financial Group,1,Svb Financial Group,Hashicorp,56
Svb Financial Group,1,Svb Financial Group,Royal Bank Of Canada,56
Svb Financial Group,1,Svb Financial Group,Vital Therapies Inc,58
Svb Financial Group,1,Svb Financial Group,Microsoft Corp,59
Svb Financial Group,1,Svb Financial Group,Svb Financial Group,61
Svb Financial Group,1,Svb Financial Group,Ophthotech Corp,66
Svb Financial Group,1,Svb Financial Group,Sumo Logic,67
Svb Financial Group,1,Svb Financial Group,Aveo Pharmaceuticals Inc,67
Svb Financial Group,1,Svb Financial Group,Houzz,68
Svb Financial Group,1,Svb Financial Group,Nutanix,71
Svb Financial Group,1,Svb Financial Group,Amarin Corp Plc,71
Svb Financial Group,1,Svb Financial Group,Hertz Global Holdings Inc,72
Svb Financial Group,1,Svb Financial Group,Brainstorm Cell Therapeutics Inc,74
Svb Financial Group,1,Svb Financial Group,Gilead Sciences Inc,75
Svb Financial Group,1,Svb Financial Group,Fair Isaac Corp,75
Svb Financial Group,1,Svb Financial Group,Blue Apron,76
Svb Financial Group,1,Svb Financial Group,Neogenomics Inc,76
Svb Financial Group,1,Svb Financial Group,Paramount Group Inc,76
Svb Financial Group,1,Svb Financial Group,Reata Pharmaceuticals Inc,77
Svb Financial Group,1,Svb Financial Group,Crispr Therapeutics Inc,77
Svb Financial Group,1,Svb Financial Group,Celsion Corp,77
Svb Financial Group,1,Svb Financial Group,Gitprime,78
Svb Financial Group,1,Svb Financial Group,Hashicorp,79
Svb Financial Group,1,Svb Financial Group,Iterum Therapeutics Plc,79
Svb Financial Group,1,Svb Financial Group,Circleci,80
Svb Financial Group,1,Svb Financial Group,Twilio,81
Svb Financial Group,1,Svb Financial Group,Postmates,84
Svb Financial Group,1,Svb Financial Group,Apollo Global Management Llc,84
Svb Financial Group,1,Svb Financial Group,Aon Plc,86
Svb Financial Group,1,Svb Financial Group,Roku Inc,87
Svb Financial Group,1,Svb Financial Group,Evernote,88
Svb Financial Group,1,Svb Financial Group,Qualtrics,88
Svb Financial Group,1,Svb Financial Group,Codexis Inc,88
Svb Financial Group,1,Svb Financial Group,Geron Co Ltd,89
Svb Financial Group,1,Svb Financial Group,Eventbrite,91
Svb Financial Group,1,Svb Financial Group,Mednax Inc,95
Svb Financial Group,1,Svb Financial Group,Nasdaq Inc,96
Svb Financial Group,1,Svb Financial Group,Medtronic Public Limited Company,96
Svb Financial Group,1,Svb Financial Group,Patreon,98
Svb Financial Group,1,Svb Financial Group,Sandp Global Inc,100
Svb Financial Group,1,Svb Financial Group,Zuora,100
Svb Financial Group,1,Svb Financial Group,Blucora Inc,100
